Address,BBL,BIN,BoroCD,Borough,CT2010,CouncilDistrict,Items_Accepted,Latitude,Longitude,NTAName,Nonprofit_Organization,Number,ObjectId,Operations_Type,Public_Email,Public_Phone,Street,Unit,Vendor_Name,Website,point,zipcode,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
28-28 College Point Blvd,0,0,407,Queens,907,19,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.77225,-73.84533,College Point,FALSE,28-28,603,Publicly Accessible Donation Bins,Info@MyCountyRecycling.org,800-261-7099,College Point Blvd,,County Recycling LLC,www.mycountyrecycling.org/contact,POINT (-73.845329 40.77224899999999),11354,13832,22,3,20,67
2220 Elm Dr,0,0,209,Bronx,21001,18,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.84167,-73.85558,Parkchester,FALSE,2220,758,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Elm Dr,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.855579 40.841668),10462,11271,58,5,31,26
115-50 Merrick Blvd,4123450000,4267370,412,Queens,280,27,"Clothing, Shoes",40.68851,-73.77716,St. Albans,FALSE,115-50,454,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Merrick Blvd,,Usagain LLC,http://www.usagain.com/,POINT (-73.777157 40.68850799999999),11434,24669,41,3,6,71
1720 Church Ave,3050970000,3341487,314,Brooklyn,512,40,"Clothing, Shoes, Coats",40.64909,-73.96337,Flatbush,TRUE,1720,318,Nonprofit Organizations/Thrift Stores,info@camba.org,718-287-2600,Church Ave,,CAMBA Inc.,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3369&BId=3333,POINT (-73.96337 40.649091),11226,13510,60,2,11,43
2311 21 St,4008760000,4019386,401,Queens,97,22,"Clothing, Shoes",40.77819,-73.91911,Steinway,FALSE,2311,417,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,21 St,,Usagain LLC,http://www.usagain.com/,POINT (-73.919112 40.778193),11105,16862,39,3,4,72
133-44 150 St,4121160000,4263080,412,Queens,788,28,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.6669,-73.78938,Baisley Park,FALSE,133-44,858,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,150 St,,Helpsy,https://www.helpsy.co/,POINT (-73.789386 40.666901),11436,24669,41,3,46,71
7 W 14 St,1008160000,1078658,105,Manhattan,54,3,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs, Other",40.73579,-73.99251,Hudson Yards-Chelsea-Flatiron-Union Square,TRUE,7,389,Nonprofit Organizations/Thrift Stores,info@goodwillnynj.org,718-728-5400,W 14 St,,Goodwill Industries of Greater New York & Northern New Jersey,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=10&BId=21,POINT (-73.992507 40.73579500000001),10011,11724,11,4,50,7
332 E 11th St,1004520000,1006445,103,Manhattan,40,2,Contact store for details,40.72961,-73.98484,East Village,FALSE,332,32,Organizations/Thrift Stores,contact@bufex.com,(212) 260-9340,E 11th St,,Buffalo Exchange,https://www.buffaloexchange.com/locations/new-york-city/,POINT (-73.984839 40.729608),10003,11724,70,4,50,5
401 E 80 St,3079180000,3000000,318,Brooklyn,960,45,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.64097,-73.91898,Canarsie,FALSE,401,967,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,E 80 St,,Helpsy,https://www.helpsy.co/,POINT (-73.918985 40.640972000000005),11236,13827,5,2,26,42
111-06 Van Wyck Expy,4116390000,4251071,410,Queens,172,28,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.68391,-73.8071,South Ozone Park,FALSE,111-06,935,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Van Wyck Expy,,Helpsy,https://www.helpsy.co/,POINT (-73.807099 40.68391),11420,24016,62,3,46,64
117-07 Springfield Blvd,4127340000,4000000,413,Queens,608,27,"Clothing, Shoes, Coats, Other",40.6958,-73.74368,Cambria Heights,FALSE,117-07,1079,Publicly Accessible Donation Bins,N/A,914-573-2266,Springfield Blvd,,Standard Recycling Corp,N/A,POINT (-73.743676 40.69580199999999),11411,15311,63,3,6,63
239 W 49 St,1010210000,1024789,105,Manhattan,125,3,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Towels",40.76147,-73.98575,Midtown-Midtown South,TRUE,239,159,Nonprofit Organizations/Thrift Stores,N/A,212-581-2910,W 49 St,,Encore Community Services,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3555&BId=3539,POINT (-73.985747 40.76147499999999),10019,12081,11,4,10,10
64-01 108 St,4021700000,4051638,406,Queens,743,29,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.73292,-73.84931,Forest Hills,FALSE,Jan-64,856,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,108 St,,Helpsy,https://www.helpsy.co/,POINT (-73.849313 40.732916),11375,14786,40,3,28,70
1 Smith St,3001550000,3000438,302,Brooklyn,37,33,"Clothing, Shoes, Accessories",40.6911,-73.98727,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,TRUE,1,243,Nonprofit Organizations/Thrift Stores,info@thehopeprogram.org,347-773-4623,Smith St,,The HOPE Program (Professional Clothing Only),https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3385&BId=3349,POINT (-73.98727300000002 40.691101),11201,16865,68,2,38,54
91 5 Ave,1008440000,1016095,105,Manhattan,52,2,Contact store for details,40.73757,-73.99196,Hudson Yards-Chelsea-Flatiron-Union Square,FALSE,91,140,Retail Store Takeback Programs,help@jcrew.com,212-255-4848,5 Ave,,J. Crew,https://bluejeansgogreen.org/recycle-denim/,POINT (-73.991956 40.73757),10003,11724,11,4,50,7
41 W 124 St,1017220000,1053455,110,Manhattan,200,9,"Clothing, Shoes, Coats",40.80661,-73.94418,Central Harlem South,TRUE,41,38,Nonprofit Organizations/Thrift Stores,N/A,(212) 534-5715,W 124 St,,Antioch Outreach Ministries,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=2006&BId=1963,POINT (-73.944179 40.80661),10027,12424,18,4,36,18
9015 Queens Blvd,4018600000,4045999,404,Queens,683,25,"Clothing & shoes. Bring in a minimum of 5 items & receive 15% off your next purchase. All brands in clean, dry condition accepted. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/",40.73419,-73.87103,Elmhurst,FALSE,9015,60,Retail Store Takeback Programs,https://shop.guess.com/en/customercare/contactus/,(718) 271-3260,Queens Blvd,Space 2017,GUESS Accessories,https://shop.guess.com/en/resourced/,POINT (-73.87103000000002 40.73419),11373,14784,66,3,5,68
27-07 Francis Lewis Blvd,4059620000,4132768,407,Queens,1085,19,"Clothing, Shoes, Coats, Towels",40.77209,-73.79424,Bayside-Bayside Hills,TRUE,27-Jul,824,Publicly Accessible Donation Bins,N/A,866-931-0232,Francis Lewis Blvd,,Carecycle Inc,carecyclecares.com/,POINT (-73.794246 40.772093999999996),11358,14193,22,3,20,67
33-00 Northern Blvd,4002140000,4003105,401,Queens,171,26,Fabric,40.75162,-73.93139,Hunters Point-Sunnyside-West Maspeth,TRUE,33-00,394,Nonprofit Organizations/Thrift Stores,donations@mfta.nyc.gov,718-729-3001,Northern Blvd,,Materials for the Arts,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=70&BId=130,POINT (-73.93139 40.751617),11101,16858,39,3,33,72
1511 86 St,3063410000,3165662,311,Brooklyn,172,43,"Clothing, Shoes, Coats, Towels",40.61155,-74.00866,Bath Beach,TRUE,1511,837,Publicly Accessible Donation Bins,N/A,866-931-0232,86 St,,Carecycle Inc,carecyclecares.com/,POINT (-74.008663 40.611553999999984),11228,13511,1,2,44,37
49 Fulton St,1000950000,1001290,101,Manhattan,1501,1,"Clothing, Shoes, Coats, Accessories",40.7082,-74.0038,Battery Park City-Lower Manhattan,TRUE,49,181,Nonprofit Organizations/Thrift Stores,N/A,212-766-8122,Fulton St,,St. Margaret's House Thrift Shop,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=589&BId=556,POINT (-74.003801 40.70820200000001),10038,13096,56,4,32,1
760-784 Columbus Ave,0,0,107,Manhattan,185,7,"Clothing, Shoes, Linens, Accessories",40.79356,-73.96704,Upper West Side,TRUE,760-784,188,Textile Recycling at Farmers' Markets,info@grownyc.org,212-788-7476,Columbus Ave,,97th StGreenmarket: GrowNYC Clothing & Textile Recycling Collections,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=63&BId=108,POINT (-73.96703800000002 40.793558),10025,12422,20,4,23,15
40 E 14 St,1005650000,1009216,102,Manhattan,61,2,Shoes,40.73492,-73.99159,West Village,FALSE,40,4,Retail Store Takeback Programs,CUSTOMERSERVICE@DSW.COM,(212) 674-2146,E 14 St,,DSW,https://www.dsw.com/en/us/content/give-a-pair,POINT (-73.9915917 40.734915599999994),10003,11724,57,4,50,3
119-01 Atlantic Ave,4093510000,4196684,409,Queens,144,29,"Clothing, Shoes",40.6945,-73.82791,Richmond Hill,FALSE,119-01,427,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Atlantic Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.827915 40.694504),11418,24014,46,3,28,60
18 Church St,1000580000,1088795,101,Manhattan,13,1,"Clothes and home textiles from any brand, in clean and dry condition. Bring in your items and receive 15% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/.",40.71039,-74.01173,Battery Park City-Lower Manhattan,FALSE,18,809,Retail Store Takeback Programs,info@hm.com,855-466-7467,Church St,,H&M,https://about.hm.com/en/sustainability/get-involved/recycle-your-clothes.html,POINT (-74.01173 40.71038999999999),10048,11727,56,4,32,1
310 Beach 54 St,4158900000,4301921,414,Queens,97204,31,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.59281,-73.78416,Hammels-Arverne-Edgemere,FALSE,310,873,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Beach 54 St,,Helpsy,https://www.helpsy.co/,POINT (-73.784166 40.59280900000001),11692,20530,51,3,47,59
2 Weirfield St,3034010000,3078468,304,Brooklyn,401,37,"Clothing, Shoes, Coats",40.68614,-73.91577,Bushwick South,FALSE,2,279,Publicly Accessible Donation Bins,N/A,631-225-5246,Weirfield St,,H&M Leasing Corp,https://www.handmleasing.org/,POINT (-73.915773 40.686139000000004),11221,17214,42,2,37,53
13-15 Beach Channel Dr,4156610000,4299558,414,Queens,103201,31,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.60575,-73.75519,Far Rockaway-Bayswater,FALSE,13-15,875,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Beach Channel Dr,,Helpsy,https://www.helpsy.co/,POINT (-73.755186 40.60575199999999),11691,20529,51,3,47,59
132 Bedford Ave,3023040000,3061679,301,Brooklyn,517,33,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs, Other",40.71937,-73.95635,North Side-South Side,TRUE,132,382,Publicly Accessible Donation Bins,info@goodwillnynj.org,718-728-5400,Bedford Ave,,Goodwill Canvas by Querencia Attended Donation Center,http://goodwillnynj.org,POINT (-73.9563514 40.719369099999994),11249,17613,36,2,38,57
298 W 231 St,2057110000,2083198,208,Bronx,289,11,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.88054,-73.90833,Spuyten Duyvil-Kingsbridge,FALSE,298,620,Publicly Accessible Donation Bins,Info@MyCountyRecycling.org,800-261-7099,W 231 St,,County Recycling LLC,www.mycountyrecycling.org/contact,POINT (-73.908334 40.880539),10463,11272,48,5,40,33
114-62 Van Wyck Expy,4116610000,4251946,410,Queens,174,28,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.68114,-73.80561,South Ozone Park,FALSE,114-62,727,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Van Wyck Expy,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.805609 40.68114400000001),11420,24016,62,3,46,64
1764 University Ave,2028760000,2008837,205,Bronx,21502,14,"Clothing, Shoes",40.84926,-73.91647,University Heights-Morris Heights,FALSE,1764,567,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,University Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.916477 40.849260999999984),10453,10931,6,5,29,29
951 E 233 St,2049750000,2067205,212,Bronx,426,12,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.89129,-73.84988,Woodlawn-Wakefield,FALSE,951,294,Publicly Accessible Donation Bins,info@usagain.com,646-938-4891,E 233 St,,Usagain LLC,http://www.usagain.com/,POINT (-73.849878 40.891291),10466,11275,29,5,2,30
209 Washington Park,3020890000,3322056,302,Brooklyn,183,35,"Clothing, Shoes, Linens, Accessories",40.68977,-73.97293,Fort Greene,TRUE,209,204,Textile Recycling at Farmers' Markets,recycle@grownyc.org,212-788-7976,Washington Park,,Fort Greene Greenmarket: GrowNYC Clothing & Textile Recycling Collections,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=31&BId=68,POINT (-73.972934 40.689766),11205,17212,68,2,48,55
46-25 Greenpoint Ave,4001520000,4001548,402,Queens,235,26,"Clothing, Shoes, Coats, Accessories",40.7426,-73.91813,Hunters Point-Sunnyside-West Maspeth,FALSE,46-25,341,Organizations/Thrift Stores,N/A,718-392-5897,Greenpoint Ave,,Sunnyside Thrift Shop,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=780&BId=724,POINT (-73.918129 40.742605),11104,16861,53,3,33,66
46-25 Kissena Blvd,4052080000,4117616,407,Queens,1205,20,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.75023,-73.81792,East Flushing,FALSE,46-25,92,Publicly Accessible Donation Bins,info@recyclingtech.com,(888) 243-3273,Kissena Blvd,,American Recycling Technologies Inc.,http://www.americanrecyclingtech.com/,POINT (-73.817918 40.750229999999995),11355,14190,22,3,3,67
414 W 14 St,1006460000,1088856,102,Manhattan,79,3,Contact store for details,40.74118,-74.00655,West Village,FALSE,414,220,Retail Store Takeback Programs,N/A,212-929-6512,W 14 St,,Patagonia,https://www.patagonia.com/recycling.html,POINT (-74.006555 40.74118399999999),10014,12077,57,4,10,3
153-01 10 Ave,4045310000,4103020,407,Queens,987,19,"Clothing, Shoes, Coats",40.79409,-73.8081,Whitestone,FALSE,153-01,263,Publicly Accessible Donation Bins,N/A,631-225-5246,10 Ave,,H&M Leasing Corp,https://www.handmleasing.org/,POINT (-73.808097 40.794084999999995),11357,14192,22,3,20,67
2485 Richmond Ave,5024000000,5130895,502,Staten Island,27702,51,Shoes,40.58704,-74.16692,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,FALSE,2485,19,Retail Store Takeback Programs,CUSTOMERSERVICE@DSW.COM,(718) 477-1092,Richmond Ave,,DSW,https://www.dsw.com/en/us/content/give-a-pair,POINT (-74.1669177 40.58703719999999),10314,10700,30,1,9,75
385 Mcdonald Ave,3053340000,3343785,312,Brooklyn,496,39,"Clothing, Shoes, Coats",40.64453,-73.97938,Kensington-Ocean Parkway,TRUE,385,305,Nonprofit Organizations/Thrift Stores,info@camba.org,718-226-0425,Mcdonald Ave,,The Kensington (CAMBA),https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3393&BId=3357,POINT (-73.979376 40.644526),11218,17620,2,2,27,39
546 Broadway,1004970000,1007564,102,Manhattan,43,1,UNIQLO Clothing,40.72351,-73.99821,SoHo-TriBeCa-Civic Center-Little Italy,FALSE,546,119,Retail Store Takeback Programs,WeCare@MAIL.Uniqlo-usa.com,1-877-486-4758,Broadway,,UNIQLO,https://www.uniqlo.com/us/en/home/,POINT (-73.998214 40.723512),10012,12075,57,4,32,2
122-05 Merrick Blvd,4124800000,4269729,412,Queens,368,27,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.68373,-73.7692,St. Albans,FALSE,122-05,918,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Merrick Blvd,,Helpsy,https://www.helpsy.co/,POINT (-73.769206 40.683735999999996),11434,24669,41,3,6,71
536 W 46 St,1010740000,1026949,104,Manhattan,129,3,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs",40.76265,-73.9954,Clinton,TRUE,536,798,Nonprofit Organizations/Thrift Stores,Donations@salvationarmyusa.org,800-728-7825,W 46 St,,The Salvation Army Of Greater New York,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=11&BId=36,POINT (-73.995399 40.762645),10036,13094,12,4,10,10
414 W 14 St,1006460000,1088856,102,Manhattan,79,3,Denim only.,40.74118,-74.00655,West Village,FALSE,414,150,Retail Store Takeback Programs,N/A,212-367-2110,W 14 St,,Levi Strauss,https://www.levi.com/US/en_US/blog/article/where-to-recycle-your-clothes/�,POINT (-74.006555 40.74118399999999),10014,12077,57,4,10,3
61-71 Riverdale Ave,3035830000,3082034,316,Brooklyn,894,42,"Clothing, Shoes, Coats",40.66032,-73.91445,Brownsville,TRUE,61-71,326,Nonprofit Organizations/Thrift Stores,agantt829@optimum.net,718-346-2539,Riverdale Ave,,Urban Strategies Inc.,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3534&BId=3513,POINT (-73.914453 40.660318000000004),11212,17614,55,2,25,46
2552 Linden Blvd,3044830000,3327477,305,Brooklyn,1220,42,"Clothing, Shoes",40.66744,-73.87009,East New York,FALSE,2552,498,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Linden Blvd,,Usagain LLC,http://www.usagain.com/,POINT (-73.870092 40.66743900000001),11208,17215,45,2,25,47
1496 Commonwealth Ave,2039150000,2096923,209,Bronx,218,18,"Clothing, Shoes, Coats, Accessories, Beddings And Linens, Towels, Rugs",40.83789,-73.86912,West Farms-Bronx River,TRUE,1496,284,Nonprofit Organizations/Thrift Stores,N/A,646-232-6379,Commonwealth Ave,,St. Anthony's Church,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3414&BId=3378,POINT (-73.869116 40.837886),10460,11269,58,5,31,26
333 Hart St,3015920000,3043046,303,Brooklyn,287,36,"Clothing, Shoes, Coats, Accessories",40.69485,-73.93637,Stuyvesant Heights,TRUE,333,354,Nonprofit Organizations/Thrift Stores,N/A,718-455-6864,Hart St,,St. John's the Baptist (Catholic Charities),https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=2077&BId=2033,POINT (-73.936369 40.694846000000005),11206,17213,69,2,49,52
9015 Queens Blvd,4018600000,4045999,404,Queens,683,25,"Clothing & shoes. Bring in a minimum of 5 items & receive 15% off your next purchase. All brands in clean, dry condition accepted. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/",40.73461,-73.86945,Elmhurst,FALSE,9015,75,Retail Store Takeback Programs,https://shop.guess.com/en/customercare/contactus/,(718) 699-7458,Queens Blvd,Space 1059,GUESS,https://shop.guess.com/en/resourced/,POINT (-73.8694498 40.73461319999999),11373,14784,66,3,5,68
1292 Southern Blvd,0,0,203,Bronx,123,17,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs",40.83064,-73.89148,Crotona Park East,TRUE,1292,792,Nonprofit Organizations/Thrift Stores,Donations@salvationarmyusa.org,800-728-7825,Southern Blvd,,The Salvation Army Of Greater New York,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=11&BId=28,POINT (-73.891476 40.830641),10459,10937,34,5,43,25
306 W 37 St,1007600000,1013596,104,Manhattan,111,3,"Clothing, Shoes, Bedding",40.75413,-73.99278,Hudson Yards-Chelsea-Flatiron-Union Square,TRUE,306,176,Nonprofit Organizations/Thrift Stores,info@goodplusfoundation.org,212-736-1777,W 37 St,8th Floor,Good+ Foundation,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=48&BId=91,POINT (-73.992782 40.754131),10018,12080,12,4,10,8
123-12 101 Ave,4094900000,4200694,409,Queens,156,28,"Clothing, Shoes",40.69086,-73.82201,Richmond Hill,FALSE,123-12,412,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,101 Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.82201 40.690856999999994),11419,24015,46,3,46,60
117-36 Farmers Blvd,4124480000,4448422,412,Queens,366,27,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.69042,-73.76257,St. Albans,FALSE,117-36,891,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Farmers Blvd,,Helpsy,https://www.helpsy.co/,POINT (-73.762577 40.690423),11412,15312,41,3,6,71
2958 Atlantic Ave,3039690000,3088358,305,Brooklyn,1170,37,"Clothing, Shoes",40.67754,-73.88496,East New York,FALSE,2958,478,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Atlantic Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.884953 40.67753999999999),11208,17215,45,2,37,47
